"series_id","model_id","series_name","generation_id"
"3782","1293","Mitsubishi Lancer X Рестайлинг (9е) Седан","1372"
"3783","1293","Mitsubishi Lancer X Рестайлинг (9е) Хэтчбек 5 дв.","1372"
"3784","1296","Mitsubishi Minica VIII","1382"
"3785","1297","Mitsubishi Mirage V Седан","1385"
"3786","1297","Mitsubishi Mirage V Хэтчбек 3 дв.","1385"
"3787","1297","Mitsubishi Mirage V Купе","1385"
"3788","1298","Mitsubishi Montero IV Внедорожник 3 дв.","1388"
"3789","1298","Mitsubishi Montero IV Внедорожник 5 дв.","1388"
"3790","1300","Mitsubishi Outlander III Рестайлинг","1392"
"3791","1301","Mitsubishi Pajero IV Внедорожник 3 дв.","1396"
"3792","1301","Mitsubishi Pajero IV Внедорожник 5 дв.","1396"
"3793","1302","Mitsubishi Pajero iO Внедорожник 3 дв.","5672"
"3794","1302","Mitsubishi Pajero iO Внедорожник 5 дв.","5672"
"3795","1304","Mitsubishi Pajero Mini II","1401"
"3796","1305","Mitsubishi Pajero Pinin Внедорожник 5 дв.","5673"
"3797","1305","Mitsubishi Pajero Pinin Внедорожник 3 дв.","5673"
"3798","1306","Mitsubishi Pajero Sport II","1404"
"3799","1310","Mitsubishi RVR III","1406"
"3800","1311","Mitsubishi Sapporo II","1409"
"3801","1312","Mitsubishi Sigma Универсал 5 дв.","5674"
"3802","1312","Mitsubishi Sigma Седан","5674"
"3803","1314","Mitsubishi Space Runner II","1412"
"3804","1316","Mitsubishi Space Wagon III","1414"
"3805","1318","Mitsubishi Toppo II","1417"
"3806","1322","Mitsuoka Galue III Лимузин","1419"
"3807","1322","Mitsuoka Galue III Кабриолет","1419"
"3808","1322","Mitsuoka Galue III Седан","1419"
"3809","1328","Mitsuoka Nouera II (6-02) Седан","1422"
"3810","1328","Mitsuoka Nouera II (6-02) Универсал 5 дв.","1422"
"3811","1330","Mitsuoka Ray II","1424"
"3812","1331","Mitsuoka Ryoga II (B15)","1426"
"3813","1332","Mitsuoka Viewt III (K13)","1428"
"3814","1343","Morgan Plus 8 II","1431"
"3815","1345","Morris Marina Седан","5675"
"3816","1345","Morris Marina Купе","5675"
"3817","1345","Morris Marina Универсал 5 дв.","5675"
"3818","1348","Nissan 200SX II (S14)","1434"
"3819","1351","Nissan 300ZX II (Z32)","1436"
"3820","1352","Nissan 350Z Кабриолет","5676"
"3821","1352","Nissan 350Z Купе","5676"
"3824","1354","Nissan AD III","1439"
"3825","1356","Nissan Almera III (G11)","1442"
"3826","1358","Nissan Altima V","1445"
"3827","1360","Nissan Avenir II (W11)","1450"
"3828","1363","Nissan Bluebird Sylphy II (G11)","1452"
"3829","1364","Nissan Bluebird XI (U14)","1454"
"3830","1365","Nissan Cedric X (Y34)","1461"
"3831","1366","Nissan Cefiro III (A33)","1468"
"3832","1367","Nissan Cherry IV (N12)","1471"
"3833","1368","Nissan Cima V (Y51)","1475"
"3834","1371","Nissan Cube III (Z12)","1478"
"3836","1376","Nissan Fairlady Z VI (Z34) Родстер","1484"
"3837","1376","Nissan Fairlady Z VI (Z34) Купе","1484"
"3838","1378","Nissan Fuga II","1488"
"3839","1379","Nissan Gloria XI (Y34)","1490"
"3840","1381","Nissan Juke I Рестайлинг","1495"
"3841","1383","Nissan Langley III (N13)","1497"
"3842","1385","Nissan Laurel VIII (C35)","1499"
"3843","1387","Nissan Leopard IV (Y33)","1505"
"3844","1390","Nissan March IV (K13)","1508"
"3845","1391","Nissan Maxima VII (A35)","1512"
"3846","1392","Nissan Micra IV Рестайлинг","2474"
"3847","1393","Nissan Mistral Внедорожник 3 дв.","5678"
"3848","1393","Nissan Mistral Внедорожник 5 дв.","5678"
"3849","1394","Nissan Moco II","1520"
"3850","1395","Nissan Murano II (Z51) Кабриолет","1522"
"3851","1395","Nissan Murano II (Z51) Внедорожник 5 дв.","1522"
"3852","1396","Nissan Navara (Frontier) III (D40) Рестайлинг Пикап Одинарная кабина","1524"
"3853","1396","Nissan Navara (Frontier) III (D40) Рестайлинг Пикап Полуторная кабина","1524"
"3854","1396","Nissan Navara (Frontier) III (D40) Рестайлинг Пикап Двойная кабина","1524"
"3855","1397","Nissan Note II","1528"
"3856","1398","Nissan NP 300 Пикап Одинарная кабина","5679"
"3857","1398","Nissan NP 300 Пикап Полуторная кабина","5679"
"3858","1398","Nissan NP 300 Пикап Двойная кабина","5679"
"3859","1401","Nissan Otti (Dayz) II (H92)","1532"
"3860","1403","Nissan Pathfinder IV","1535"
"3861","1404","Nissan Patrol VI (Y62)","1540"
"3862","1408","Oldsmobile Achieva Седан","5680"
"3863","1408","Oldsmobile Achieva Купе","5680"
"3864","1409","Oldsmobile Alero Седан","5681"
"3865","1409","Oldsmobile Alero Купе","5681"
"3866","1410","Oldsmobile Aurora II","1546"
"3867","1411","Oldsmobile Bravada III","1548"
"3868","1413","Oldsmobile Cutlass Calais Седан","5682"
"3869","1413","Oldsmobile Cutlass Calais Купе","5682"
"3870","1414","Oldsmobile Cutlass Ciera Седан","5683"
"3871","1414","Oldsmobile Cutlass Ciera Купе","5683"
"3872","1414","Oldsmobile Cutlass Ciera Универсал 5 дв.","5683"
"3873","1415","Oldsmobile Cutlass Supreme Купе","5684"
"3874","1415","Oldsmobile Cutlass Supreme Седан","5684"
"3875","1415","Oldsmobile Cutlass Supreme Кабриолет","5684"
"3876","1416","Oldsmobile Eighty-Eight X","1554"
"3877","1418","Oldsmobile Ninety-Eight XI","1557"
"3878","1420","Oldsmobile Silhouette II","1560"
"3879","1422","Opel Admiral B","1562"
"3880","1423","Opel Agila B","1563"
"3881","1425","Opel Antara I Рестайлинг","1565"
"3882","1426","Opel Ascona C Седан","1567"
"3883","1426","Opel Ascona C Купе","1567"
"3884","1426","Opel Ascona C Хэтчбек 5 дв.","1567"
"3885","1427","Opel Astra J Рестайлинг Седан","1570"
"3886","1427","Opel Astra J Рестайлинг Хэтчбек 5 дв.","1570"
"3887","1427","Opel Astra J Рестайлинг Универсал 5 дв.","1570"
"3888","1427","Opel Astra J Рестайлинг Хэтчбек 3 дв.","1570"
"3889","1429","Opel Campo Пикап Одинарная кабина","5685"
"3890","1429","Opel Campo Пикап Полуторная кабина","5685"
"3891","1429","Opel Campo Пикап Двойная кабина","5685"
"3892","1431","Opel Combo D","1577"
"3893","1432","Opel Commodore C Универсал 5 дв.","1580"
"3894","1432","Opel Commodore C Седан","1580"
"3895","1433","Opel Corsa D Рестайлинг II Хэтчбек 5 дв.","1582"
"3896","1433","Opel Corsa D Рестайлинг II Хэтчбек 3 дв.","1582"
"3897","1434","Opel Diplomat B","1588"
"3898","1435","Opel Frontera B Внедорожник 3 дв.","1589"
"3899","1435","Opel Frontera B Внедорожник 5 дв.","1589"
"3900","1437","Opel Insignia I Рестайлинг Седан","1591"
"3901","1437","Opel Insignia I Рестайлинг Лифтбек","1591"
"3902","1437","Opel Insignia I Рестайлинг Универсал 5 дв.","1591"
"3903","1438","Opel Kadett E Фургон","1593"
"3904","1438","Opel Kadett E Кабриолет","1593"
"3905","1438","Opel Kadett E Седан","1593"
"3906","1438","Opel Kadett E Хэтчбек 5 дв.","1593"
"3907","1438","Opel Kadett E Хэтчбек 3 дв.","1593"
"3908","1438","Opel Kadett E Универсал 5 дв.","1593"
"3909","1439","Opel Manta B Купе","1596"
"3910","1439","Opel Manta B Хэтчбек 3 дв.","1596"
"3911","1440","Opel Meriva B Рестайлинг","1598"
"3912","1442","Opel Monterey A рестайлинг Внедорожник 3 дв.","1601"
"3913","1442","Opel Monterey A рестайлинг Внедорожник 5 дв.","1601"
"3914","1444","Opel Omega B Седан","1603"
"3915","1444","Opel Omega B Универсал 5 дв.","1603"
"3916","1445","Opel Rekord E Седан","1605"
"3917","1445","Opel Rekord E Универсал 5 дв.","1605"
"3918","1446","Opel Senator B","1607"
"3919","1450","Opel Tigra B","1609"
"3920","1451","Opel Vectra C Хэтчбек 5 дв.","1611"
"3921","1451","Opel Vectra C Универсал 5 дв.","1611"
"3922","1451","Opel Vectra C Седан","1611"
"3923","1452","Opel Vita Хэтчбек 5 дв.","5686"
"3924","1452","Opel Vita Хэтчбек 3 дв.","5686"
"3925","1453","Opel Zafira C","1615"
"3926","1456","Pagani Zonda Родстер","5687"
"3927","1456","Pagani Zonda Купе","5687"
"3928","1457","Panoz Esperante Купе","5688"
"3929","1457","Panoz Esperante Купе-хардтоп","5688"
"3930","1457","Panoz Esperante Родстер","5688"
"3931","1468","Peugeot 104 Хэтчбек 5 дв.","5689"
"3932","1468","Peugeot 104 Хэтчбек 3 дв.","5689"
"3933","1469","Peugeot 106 I Рестайлинг Хэтчбек 5 дв.","1621"
"3934","1469","Peugeot 106 I Рестайлинг Хэтчбек 3 дв.","1621"
"3935","1470","Peugeot 107 Хэтчбек 5 дв.","5690"
"3936","1470","Peugeot 107 Хэтчбек 3 дв.","5690"
"3937","1472","Peugeot 204 Кабриолет","5691"
"3938","1472","Peugeot 204 Седан","5691"
"3940","1473","Peugeot 205 Кабриолет","5692"
"3941","1473","Peugeot 205 Хэтчбек 5 дв.","5692"
"3942","1473","Peugeot 205 Хэтчбек 3 дв.","5692"
"3943","1474","Peugeot 206 Седан","5693"
"3944","1474","Peugeot 206 Универсал 5 дв.","5693"
"3945","1474","Peugeot 206 Кабриолет","5693"
"3946","1474","Peugeot 206 Хэтчбек 3 дв.","5693"
"3947","1474","Peugeot 206 Хэтчбек 5 дв.","5693"
"3948","1475","Peugeot 207 Кабриолет","5694"
"3949","1475","Peugeot 207 Универсал 5 дв.","5694"
"3950","1475","Peugeot 207 Хэтчбек 5 дв.","5694"
"3951","1475","Peugeot 207 Хэтчбек 3 дв.","5694"
"3952","1476","Peugeot 208 Хэтчбек 5 дв.","5695"
"3953","1476","Peugeot 208 Хэтчбек 3 дв.","5695"
"3954","1477","Peugeot 3008 I Рестайлинг","1629"
"3955","1479","Peugeot 304 Универсал 5 дв.","5696"
"3956","1479","Peugeot 304 Кабриолет","5696"
"3957","1479","Peugeot 304 Хэтчбек 3 дв.","5696"
"3958","1479","Peugeot 304 Седан","5696"
"3959","1480","Peugeot 305 Универсал 5 дв.","5697"
"3960","1480","Peugeot 305 Седан","5697"
"3961","1481","Peugeot 306 Универсал 5 дв.","5698"
"3962","1481","Peugeot 306 Кабриолет","5698"
"3963","1481","Peugeot 306 Седан","5698"
"3964","1481","Peugeot 306 Хэтчбек 5 дв.","5698"
"3965","1481","Peugeot 306 Хэтчбек 3 дв.","5698"
"3966","1482","Peugeot 307 Кабриолет","5699"
"3967","1482","Peugeot 307 Универсал 5 дв.","5699"
"3968","1482","Peugeot 307 Хэтчбек 5 дв.","5699"
"3969","1482","Peugeot 307 Хэтчбек 3 дв.","5699"
"3970","1483","Peugeot 308 II Хэтчбек 5 дв.","1635"
"3971","1484","Peugeot 309 Хэтчбек 5 дв.","5700"
"3972","1484","Peugeot 309 Хэтчбек 3 дв.","5700"
"3973","1487","Peugeot 405 Универсал 5 дв.","5701"
"3974","1487","Peugeot 405 Седан","5701"
"3975","1488","Peugeot 406 Купе","5702"
"3976","1488","Peugeot 406 Универсал 5 дв.","5702"
"3977","1488","Peugeot 406 Седан","5702"
"3978","1489","Peugeot 407 Купе","5703"
"3979","1489","Peugeot 407 Седан","5703"
"3980","1489","Peugeot 407 Универсал 5 дв.","5703"
"3981","1492","Peugeot 504 Пикап Одинарная кабина","5704"
"3982","1492","Peugeot 504 Хэтчбек 3 дв.","5704"
"3983","1492","Peugeot 504 Кабриолет","5704"
"3984","1492","Peugeot 504 Универсал 5 дв.","5704"
"3985","1492","Peugeot 504 Седан","5704"
"3986","1493","Peugeot 505 Универсал 5 дв.","5705"
"3987","1493","Peugeot 505 Седан","5705"
"3990","1501","Peugeot Partner II Рестайлинг","1645"
"3991","1502","Peugeot RCZ I Рестайлинг","1648"
"3992","1506","Plymouth Caravelle Седан","5707"
"3993","1506","Plymouth Caravelle Купе","5707"
"3994","1508","Plymouth Neon Купе","5708"
"3995","1508","Plymouth Neon Седан","5708"
"3996","1510","Plymouth Sundance Седан","5709"
"3997","1510","Plymouth Sundance Купе","5709"
"3998","1512","Plymouth Voyager III","1653"
"3999","1513","Pontiac 6000 Седан","5710"
"4000","1513","Pontiac 6000 Купе","5710"
"4001","1513","Pontiac 6000 Универсал 5 дв.","5710"
"4002","1515","Pontiac Bonneville X","1657"
"4003","1517","Pontiac Firebird IV Кабриолет","1660"
"4004","1517","Pontiac Firebird IV Купе","1660"
"4005","1518","Pontiac G4 Седан","5711"
"4006","1518","Pontiac G4 Купе","5711"
"4007","1519","Pontiac G5 Седан","5712"
"4008","1519","Pontiac G5 Купе","5712"
"4009","1520","Pontiac G6 Купе","5713"
"4010","1520","Pontiac G6 Кабриолет","5713"
"4011","1520","Pontiac G6 Седан","5713"
"4012","1522","Pontiac Grand AM V Седан","1667"
"4013","1522","Pontiac Grand AM V Купе","1667"
"4014","1523","Pontiac Grand Prix VII","1670"
"4015","1525","Pontiac LeMans I Рестайлинг Седан","1673"
"4016","1525","Pontiac LeMans I Рестайлинг Хэтчбек 3 дв.","1673"
"4017","1526","Pontiac Montana II SV6","1675"
"4018","1528","Pontiac Phoenix II Купе","1677"
"4019","1528","Pontiac Phoenix II Хэтчбек 5 дв.","1677"
"4020","1529","Pontiac Solstice Купе","5714"
"4021","1529","Pontiac Solstice Кабриолет","5714"
"4022","1530","Pontiac Sunbird III","1680"
"4023","1531","Pontiac Sunfire Кабриолет","5715"
"4024","1531","Pontiac Sunfire Седан","5715"
"4025","1531","Pontiac Sunfire Купе","5715"
"4026","1534","Pontiac Trans Sport II","1684"
"4027","1535","Pontiac Vibe II","1686"
"4028","1536","Porsche 911 VII (991) Тарга","1689"
"4029","1536","Porsche 911 VII (991) Купе","1689"
"4030","1536","Porsche 911 VII (991) Кабриолет","1689"
"4031","1541","Porsche 944 Кабриолет","5716"
"4032","1541","Porsche 944 Купе","5716"
"4033","1543","Porsche 968 Купе","5717"
"4034","1543","Porsche 968 Кабриолет","5717"
"4035","1544","Porsche Boxster III (981)","1698"
"4036","1546","Porsche Cayenne II (958)","1701"
"4037","1547","Porsche Cayman II (981)","1704"
"4038","1549","Porsche Panamera I Рестайлинг","1706"
"4039","1559","Proton Saga II","1708"
"4040","1560","Proton Satria II","1710"
"4041","1562","Proton Wira (400 Series) Купе","5718"
"4042","1562","Proton Wira (400 Series) Седан","5718"
"4043","1562","Proton Wira (400 Series) Лифтбек","5718"
"4044","1563","PUCH G-modell W461 Внедорожник 3 дв.","1713"
"4045","1563","PUCH G-modell W461 Внедорожник 5 дв.","1713"
"4046","1563","PUCH G-modell W461 Внедорожник открытый","1713"
"4047","1564","PUCH Pinzgauer 716","1716"
"4048","1567","Qoros 3 Хэтчбек 5 дв.","5719"
"4049","1567","Qoros 3 Седан","5719"
"4050","1570","Renault 11 Хэтчбек 3 дв.","5720"
"4051","1570","Renault 11 Хэтчбек 5 дв.","5720"
"4052","1571","Renault 12 Универсал 5 дв.","5721"
"4053","1571","Renault 12 Седан","5721"
"4054","1576","Renault 18 Универсал 5 дв.","5722"
"4055","1576","Renault 18 Седан","5722"
"4056","1577","Renault 19 II (Europa)","1724"
"4057","1579","Renault 21 Седан","5723"
"4058","1579","Renault 21 Хэтчбек 5 дв.","5723"
"4059","1579","Renault 21 Универсал 5 дв.","5723"
"4060","1582","Renault 4 Фургон","5724"
"4061","1582","Renault 4 Хэтчбек 5 дв.","5724"
"4062","1583","Renault 5 II Фургон","1729"
"4063","1583","Renault 5 II Хэтчбек 3 дв.","1729"
"4064","1583","Renault 5 II Хэтчбек 5 дв.","1729"
"4065","1588","Renault Clio IV Универсал 5 дв.","1731"
"4066","1588","Renault Clio IV Хэтчбек 5 дв.","1731"
"4067","1590","Renault Espace IV","1735"
"4068","1592","Renault Fluence I Рестайлинг","1739"
"4069","1594","Renault Kangoo II Рестайлинг","1741"
"4070","1595","Renault Koleos I Рестайлинг 2","1744"
"4071","1596","Renault Laguna III Купе","1747"
"4072","1596","Renault Laguna III Лифтбек","1747"
"4073","1596","Renault Laguna III Универсал 5 дв.","1747"
"4074","1598","Renault Logan II","1750"
"4075","1599","Renault Megane III Рестайлинг Хэтчбек 5 дв.","1753"
"4076","1599","Renault Megane III Рестайлинг Хэтчбек 3 дв.","1753"
"4077","1599","Renault Megane III Рестайлинг Универсал 5 дв.","1753"
"4078","1599","Renault Megane III Рестайлинг Кабриолет","1753"
"4079","1600","Renault Modus I Рестайлинг","1757"
"4080","1601","Renault Rodeo II","1759"
"4081","1602","Renault Safrane II","1761"
"4082","1604","Renault Scenic III Рестайлинг","1764"
"4083","1606","Renault Symbol ll","1768"
"4084","1607","Renault Twingo II Рестайлинг","1770"
"4085","1612","Renault Samsung SM3 II","1773"
"4086","1613","Renault Samsung SM5 II","1776"
"4087","1618","Rolls-Royce Phantom Купе","5726"
"4088","1618","Rolls-Royce Phantom Кабриолет","5726"
"4089","1618","Rolls-Royce Phantom Седан","5726"
"4090","1620","Rolls-Royce Silver Spur Mark IV","1779"
"4091","1623","Rover 100 Хэтчбек 5 дв.","5727"
"4092","1623","Rover 100 Хэтчбек 3 дв.","5727"
"4093","1623","Rover 100 Кабриолет","5727"
"4094","1624","Rover 200 III (R3) Хэтчбек 5 дв.","1784"
"4095","1624","Rover 200 III (R3) Хэтчбек 3 дв.","1784"
"4096","1625","Rover 25 Хэтчбек 5 дв.","5728"
"4097","1625","Rover 25 Хэтчбек 3 дв.","5728"
"4098","1626","Rover 400 II (HH-R) Седан","1788"
"4099","1626","Rover 400 II (HH-R) Хэтчбек 5 дв.","1788"
"4100","1627","Rover 45 Седан","5729"
"4101","1627","Rover 45 Хэтчбек 5 дв.","5729"
"4102","1629","Rover 75 Универсал 5 дв.","5730"
"4103","1629","Rover 75 Седан","5730"
"4104","1630","Rover 800 Купе","5731"
"4105","1630","Rover 800 Хэтчбек 5 дв.","5731"
"4106","1630","Rover 800 Седан","5731"
"4107","1631","Rover Metro Хэтчбек 5 дв.","5732"
"4108","1631","Rover Metro Хэтчбек 3 дв.","5732"
"4109","1631","Rover Metro Кабриолет","5732"
"4110","1632","Rover Mini Кабриолет","5733"
"4111","1632","Rover Mini Седан 2 дв.","5733"
"4112","1636","Saab 9-3 II Универсал 5 дв.","1795"
"4113","1636","Saab 9-3 II Кабриолет","1795"
"4114","1636","Saab 9-3 II Седан","1795"
"4115","1638","Saab 9-5 II Седан","1797"
"4116","1638","Saab 9-5 II Универсал 5 дв.","1797"
"4117","1641","Saab 900 II Хэтчбек 5 дв.","1799"
"4118","1641","Saab 900 II Хэтчбек 3 дв.","1799"
"4119","1641","Saab 900 II Кабриолет","1799"
"4120","1642","Saab 9000 Седан","5734"
"4121","1642","Saab 9000 Лифтбек","5734"
"4122","1645","Saab 99 Хэтчбек 3 дв.","5735"
"4123","1645","Saab 99 Седан","5735"
"4124","1647","Santana PS-10 Внедорожник 3 дв.","5736"
"4125","1647","Santana PS-10 Внедорожник 5 дв.","5736"
"4126","1647","Santana PS-10 Пикап Одинарная кабина","5736"
"4127","1648","Saturn Astra Хэтчбек 5 дв.","5737"
"4128","1648","Saturn Astra Хэтчбек 3 дв.","5737"
"4129","1650","Saturn ION Седан","5738"
"4130","1650","Saturn ION Купе","5738"
"4131","1655","Saturn SC II","1806"
"4132","1657","Saturn SL II","1808"
"4134","1659","Saturn VUE II","1812"
"4135","1662","Scion tC II","1814"
"4136","1664","Scion xB II Рестайлинг","1816"
"4137","1667","SEAT Alhambra II","1819"
"4138","1668","SEAT Altea Внедорожник 5 дв.","5739"
"4139","1668","SEAT Altea Компактвэн","5739"
"4140","1670","SEAT Cordoba II","1822"
"4141","1671","SEAT Exeo Седан","5740"
"4142","1671","SEAT Exeo Универсал 5 дв.","5740"
"4143","1672","SEAT Fura Хэтчбек 5 дв.","5741"
"4144","1672","SEAT Fura Хэтчбек 3 дв.","5741"
"4145","1673","SEAT Ibiza IV Рестайлинг Хэтчбек 5 дв.","1826"
"4146","1673","SEAT Ibiza IV Рестайлинг Хэтчбек 3 дв.","1826"
"4147","1673","SEAT Ibiza IV Рестайлинг Универсал 5 дв.","1826"
"4148","1674","SEAT Leon III Хэтчбек 5 дв.","1832"
"4149","1674","SEAT Leon III Хэтчбек 3 дв.","1832"
"4150","1674","SEAT Leon III Универсал 5 дв.","1832"
"4151","1678","SEAT Toledo IV","1835"
"4152","1681","Skoda 100 Series II Хэтчбек 3 дв.","1839"
"4153","1681","Skoda 100 Series II Седан","1839"
"4154","1682","Skoda Citigo Хэтчбек 5 дв.","5742"
"4155","1682","Skoda Citigo Хэтчбек 3 дв.","5742"
"4156","1683","Skoda Fabia II Хэтчбек 5 дв.","1842"
"4157","1683","Skoda Fabia II Универсал 5 дв.","1842"
"4158","1684","Skoda Favorit Универсал 5 дв.","5743"
"4159","1684","Skoda Favorit Хэтчбек 5 дв.","5743"
"4160","1685","Skoda Felicia I Рестайлинг Хэтчбек 5 дв.","1845"
"4161","1685","Skoda Felicia I Рестайлинг Универсал 5 дв.","1845"
"4162","1686","Skoda Octavia III Лифтбек","1847"
"4163","1686","Skoda Octavia III Универсал 5 дв.","1847"
"4164","1687","Skoda Rapid Хэтчбек 5 дв.","5744"
"4165","1687","Skoda Rapid Лифтбек","5744"
"4166","1689","Skoda Superb II Рестайлинг Лифтбек","1852"
"4167","1689","Skoda Superb II Рестайлинг Универсал 5 дв.","1852"
"4168","1690","Skoda Yeti I Рестайлинг","1855"
"4169","1692","Smart Fortwo II Хэтчбек 3 дв.","1857"
"4170","1692","Smart Fortwo II Кабриолет","1857"
"4171","1696","Spyker C12 Купе","5748"
"4172","1696","Spyker C12 Родстер","5748"
"4173","1697","Spyker C8 Купе","5749"
"4174","1697","Spyker C8 Родстер","5749"
"4175","1699","Ssang Yong Actyon II Рестайлинг","1861"
"4176","1700","Ssang Yong Actyon Sports II","1864"
"4177","1701","Ssang Yong Chairman II (W)","1866"
"4178","1704","Ssang Yong Korando II Внедорожник открытый","1868"
"4179","1704","Ssang Yong Korando II Внедорожник 3 дв.","1868"
"4180","1705","Ssang Yong Kyron I Рестайлинг","1870"
"4181","1706","Ssang Yong Musso I Рестайлинг Внедорожник 5 дв.","1872"
"4182","1706","Ssang Yong Musso I Рестайлинг Пикап Двойная кабина","1872"
"4183","1707","Ssang Yong Rexton III","1874"
"4184","1708","Ssang Yong Rodius I Рестайлинг","1877"
"4185","1714","Subaru Domingo II","1879"
"4186","1716","Subaru Forester IV","1881"
"4187","1717","Subaru Impreza IV Седан","2480"
"4188","1717","Subaru Impreza IV Хэтчбек 5 дв.","2480"
"4189","1718","Subaru Justy IV","1886"
"4190","1719","Subaru Legacy V Седан","1892"
"4191","1719","Subaru Legacy V Универсал 5 дв.","1892"
"4192","1720","Subaru Leone III Универсал 5 дв.","1897"
"4193","1720","Subaru Leone III Седан","1897"
"4194","1723","Subaru Outback IV","1899"
"4195","1724","Subaru Pleo II Хэтчбек 5 дв.","1903"
"4196","1724","Subaru Pleo II Хэтчбек 3 дв.","1903"
"4197","1732","Subaru Tribeca I Рестайлинг","1905"
"4198","1733","Subaru Vivio Хэтчбек 5 дв.","5751"
"4199","1733","Subaru Vivio Хэтчбек 3 дв.","5751"
"4200","1737","Suzuki Alto VII (HA25)","1908"
"4201","1738","Suzuki Baleno Универсал 5 дв.","5752"
"4202","1738","Suzuki Baleno Седан","5752"
"4203","1738","Suzuki Baleno Хэтчбек 3 дв.","5752"
"4204","1740","Suzuki Cervo V","1916"
"4205","1742","Suzuki Escudo III","1918"
"4206","1744","Suzuki Forenza Универсал 5 дв.","5753"
"4207","1744","Suzuki Forenza Седан","5753"
"4208","1745","Suzuki Grand Vitara III Рестайлинг Внедорожник 3 дв.","1922"
"4209","1745","Suzuki Grand Vitara III Рестайлинг Внедорожник 5 дв.","1922"
"4210","1746","Suzuki Ignis Хэтчбек 5 дв.","5754"
"4211","1746","Suzuki Ignis Хэтчбек 3 дв.","5754"
"4212","1747","Suzuki Jimny III Рестайлинг 2","1927"
"4213","1750","Suzuki Landy II","1931"
"4214","1751","Suzuki Liana I Рестайлинг Седан","1933"
"4215","1751","Suzuki Liana I Рестайлинг Универсал 5 дв.","1933"
"4216","1752","Suzuki MR Wagon III","1935"
"4217","1755","Suzuki Solio II","1938"
"4218","1758","Suzuki Swift V Хэтчбек 5 дв.","1940"
"4219","1758","Suzuki Swift V Хэтчбек 3 дв.","1940"
"4220","1759","Suzuki SX4 II (S-Cross)","1945"
"4221","1761","Suzuki Wagon R IV","1947"
"4222","1762","Suzuki Wagon R+ II","1951"
"4223","1766","Talbot Avenger Универсал 5 дв.","5755"
"4224","1766","Talbot Avenger Седан","5755"
"4225","1768","Talbot Samba Хэтчбек 3 дв.","5756"
"4226","1768","Talbot Samba Кабриолет","5756"
"4227","1773","TATA Indica II Vista","1955"
"4228","1774","TATA Indigo II Manza","1957"
"4229","1776","TATA Safari II Storme","1959"
"4230","1779","Tatra T613 Фургон","5757"
"4231","1779","Tatra T613 Кабриолет","5757"
"4232","1779","Tatra T613 Седан","5757"
"4233","1780","Tatra T700 Седан","5758"
"4234","1780","Tatra T700 Седан 2 дв.","5758"
"4235","1791","Toyota 4runner V Рестайлинг","1963"
"4236","1793","Toyota Allion II","1968"
"4237","1794","Toyota Alphard II","1970"
"4238","1795","Toyota Altezza Универсал 5 дв.","5759"
"4239","1795","Toyota Altezza Седан","5759"
"4240","1796","Toyota Aristo II","1974"
"4241","1798","Toyota Auris II Хэтчбек 5 дв.","1976"
"4242","1798","Toyota Auris II Универсал 5 дв.","1976"
"4243","1799","Toyota Avalon IV","1978"
"4244","1800","Toyota Avensis III Седан","1982"
"4245","1800","Toyota Avensis III Универсал 5 дв.","1982"
"4248","1803","Toyota bB II","1987"
"4249","1806","Toyota Blizzard Внедорожник открытый","5760"
"4250","1806","Toyota Blizzard Внедорожник 3 дв.","5760"
"4251","1808","Toyota Caldina III","1990"
"4252","1810","Toyota Camry VII","1993"
"4253","1811","Toyota Carina ED III (T200)","2000"
"4254","1812","Toyota Carina VII (T210)","2003"
"4255","1813","Toyota Cavalier Седан","5761"
"4256","1813","Toyota Cavalier Купе","5761"
"4257","1814","Toyota Celica VII (T230)","2011"
"4258","1815","Toyota Celsior III (F30)","2018"
"4259","1816","Toyota Century II (G50)","2021"
"4260","1817","Toyota Chaser VI (X100)","2023"
"4261","1818","Toyota Corolla XI (E160, E170)","2028"
"4262","1820","Toyota Corolla Verso (Spacio) III","2037"
"4263","1821","Toyota Corona XI (T210)","2040"
"4264","1822","Toyota Corsa V (L50) Седан","2046"
"4265","1822","Toyota Corsa V (L50) Хэтчбек 5 дв.","2046"
"4266","1823","Toyota Cressida IV (X80)","2048"
"4267","1824","Toyota Cresta V (X100)","2051"
"4268","1825","Toyota Crown Majesta VI (S210)","2056"
"4269","1826","Toyota Crown XIV (S210)","2062"
"4270","1828","Toyota Cynos II (L52, L54) Купе","2071"
"4271","1828","Toyota Cynos II (L52, L54) Кабриолет","2071"
"4272","1830","Toyota Echo Седан","5762"
"4273","1830","Toyota Echo Купе","5762"
"4274","1831","Toyota Estima III","2074"
"4275","1838","Toyota Harrier III (XU60)","2488"
"4276","1840","Toyota Highlander III (U50)","2489"
"4277","1841","Toyota Hilux Surf IV","2083"
"4278","1842","Toyota Hilux VII","2087"
"4279","1844","Toyota Ipsum II (M20)","2090"
"4280","1846","Toyota ISis I Рестайлинг","2092"
"4281","1847","Toyota Ist II","2094"
"4282","1848","Toyota Kluger II (XU40)","2096"
"4283","1849","Toyota Land Cruiser 200 Series","2098"
"4284","1850","Toyota Land Cruiser Prado 150 Series Внедорожник 3 дв.","2105"
"4285","1850","Toyota Land Cruiser Prado 150 Series Внедорожник 5 дв.","2105"
